 year ,Season_week,REGION,salesChannel,Category ,ProdUct,Package-Type,diet label,unitPrice_usd,Calories(kcal),sugar_g ,Spice Index,DiscountRate ,Units Sold,DemandSEGMENT 
2023,12,North,CAFE,Food,Beef Stew,Can,Regular,10.83,540.8,2.6,2.7,10.3%,4,Low
2023,11,Central,Wholesale,Beverage,Ginger Tea,Can,Regular,2.2,45.6,5.1,5.6,23.7%,90,High
2022,3,Central,Convenience,Food,Lentil Soup,Bowl,Regular,5.16,280.7,4.2,4.6,7.6%,16,Low
2025,11,North,Cafe,Beverage,Mulled Wine,Cup,Dairy-Free,9.08,210.5,13.3,5.2,10.0%,4,Low
2023,1,South,Wholesale,beverage,Ginger Tea,Cup,Regular,2.69,21.1,4.7,5.4,18.3%,75,High
2024,4,East,Supermarket,Beverage,Hot Chocolate,Bowl,Regular,4.91,267.0,28.9,1.8,12.0%,25,Medium
2025,10,West,Online,Food,Pumpkin Soup,Bottle,Regular,6.45,193.6,9.4,3.8,18.6%,32,Medium
2025,4,East,Online,Food,Winter Salad,Cup,Regular,5.41,193.4,10.7,1.0,16.3%,29,Medium
2023,10,North,Online,Food,Pumpkin Soup,Cup,Regular,5.97,211.1,10.0,3.1,20.3%,98,High
2023,12,North,Online,Food,Pumpkin Soup,Box,Regular,5.75,203.3,11.5,4.4,20.4%,28,Medium
2025,1,Central,Supermarket,Beverage,#Mulled Wine,Cup,Regular,6.67,201.1,13.6,5.6,10.6%,9,Low
2024,1,East,Cafe,Food,Beef Stew,Box,Gluten-Free,13.35,537.0,4.1,3.0,5.4%,2,Low
2025,13,Central,Convenience,Food,Winter Salad,Bottle,Regular,6.3,196.5,4.4,NA,18.6%,21,Low
2025,7,East,Supermarket,Food,Winter Salad,Bowl,Regular,6.47,183.9,6.9,0.5,11.9%,20,Low
2025,7,Central,Online,Beverage,Sahlep,Cup,Gluten-Free,5.92,282.4,25.0,2.9,16.7%,24,Medium
2022,7,North,Cafe,Food,Cinnamon Cookies,Cup,*Regular,4.28,429.5,32.1,2.8,9.2%,50,High
2024,6,North,Supermarket,Beverage,Sahlep,Can,Vegan,5.0,277.1,28.1,2.9,13.5%,30,Medium
2022,9,Central,Online,Food,Pumpkin Soup,Bowl,Vegan,5.92,223.1,11.7,3.9,18.8%,37,Medium
2024,8,Central,Supermarket,Beverage,Herbal Tea,Cup,Regular,3.23,13.7,3.6,2.5,14.5%,92,High
2025,3,South,Supermarket,Beverage,Hot Chocolate,Bottle,Regular,4.49,255.2,29.7,1.5,10.4%,53,High
2024,9,South,ONLINE,Food,Lentil Soup,Bottle,Regular,6.04,230.7,7.9,2.9,20.4%,101,High
2023,9,East,Convenience,Food,Gingerbread,Cup,Regular,4.88,387.6,26.8,4.9,10.9%,12,Low
2022,2,East,Cafe,Food,Pumpkin Soup,Bowl!,Regular,5.94,195.1,12.0,3.0,6.3%,9,Low
2025,5,North,Cafe,Food,Lentil Soup,Cup,Regular,6.69,265.0,1.8,3.3,5.7%,20,Low
2022,11,Central,Online,Food,Cinnamon Cookies,Can,*Regular,3.67,449.6,30.8,2.7,19.5%,116,High
2022,9,south,Convenience,Beverage,Mulled Wine,Cup,Regular,5.72,181.5,17.2,6.9,10.4%,18,Low 
2023,2,West,Cafe,Beverage,Hot Chocolate,Can,Regular,4.76,242.3,30.7,3.1,6.1%,26,Medium
2022,1,North,Online,Food,Pumpkin Soup,NA,Regular ,5.24,233.6,6.5,3.9,14.5%,14,Low
2023,8,North,Cafe,Beverage,Ginger Tea,Can,Regular,3.02,5.0,4.9,7.0,9.1%,35,Medium
2024,7,West,Supermarket,Food,Beef Stew,Bottle,Dairy-Free,10.41,489.8,3.0,3.0,12.1%,6,Low
2023,13,South,Supermarket,Beverage,Chai Tea,Bag,Regular,3.16,146.6,13.6,5.4,15.9%,35,Medium
2022,7,West,Online,Food,Winter Salad,Can,Regular,4.42,127.9,7.9,1.7,17.0%,68,High
2022,13,North,Supermarket,Beverage,Sahlep,Box,Regular,4.19,262.4,31.6,1.2,17.0%,33,Medium
2023,3,Central,Online,Beverage,Sahlep,Cup,Regular,4.83,299.8,24.9,2.0,15.8%,30,Medium
2022,6,West,Online,FOOD,Stuffed Pastry,Bottle,Regular,5.91,488.1,4.4,2.4,16.9%,41,Medium
2024,2,Central,Online,Food,Gingerbread,Cup ,Gluten-Free,4.7,396.7,26.5,5.5,14.5%,18,Low
2022,8,North,Wholesale,Food,Lentil Soup,Bottle,Regular,4.09,275.9,3.3,3.9,21.8%,83,High
2023,3,South,Supermarket,Beverage,Hot Chocolate,Bowl,Regular,4.27,243.9,25.9,1.2,12.6%,42,High
2023,7,South,Supermarket,Beverage,Mulled Wine,Box,Regular,6.52,200.0,17.0,6.0,15.0%,17,Low
2023,5,East,Supermarket,Beverage,Spiced Latte,Bowl,low-sugar,5.8,187.5,10.9,5.5,10.0%,31,Medium
2022,3,South,Convenience,Beverage,Hot Chocolate,Bowl,Regular,4.93,242.1,27.0,2.0,8.4%,18,Low
2022,2,north,Supermarket,Beverage,Herbal Tea,Cup,Regular,2.04,5.0,5.4,0.4,11.2%,70,High
2025,7,South,Convenience,Beverage,Herbal Tea,Cup,Vegan,3.35,32.4,0.0,0.1,10.0%,19,Low
2022,13,South,Supermarket,Beverage,Herbal Tea,Box,Gluten-Free,1.85,37.4,0.7,0.4,15.1%,50,High
2024,3,South,Online,Beverage,Mulled Wine,Cup,Regular,6.74,214.8,17.4,6.3,15.3%,15,Low
2023,6,North,Supermarket,Food,Stuffed Pastry,Cup,Dairy-Free,5.57,443.9,7.5,2.2,13.3%,19,Low
2023,3,South,Supermarket,Beverage,Spiced Latte,Bag,Low-Sugar,4.57,176.0,12.7,4.2,10.9%,47,High
2023,11,West,Convenience,Food,Lentil Soup,BAG,Regular,5.86,283.0,4.9,2.5,14.1%,21,Low
2025,6,South,Convenience,Food,Lentil Soup,Bowl,Gluten-Free,6.87,269.8,6.2,4.3,9.7%,12,Low
2025,13,South,Supermarket,Beverage,Espresso,Bottle,Regular,2.44,10.9,0.0,0.6,14.1%,31,Medium
2023,4,East,Wholesale,Food,Cinnamon Cookies,#Box,Regular,3.96,408.6,34.0,3.1,20.5%,62,High
2023,2,West,Supermarket ,Food,Pumpkin Soup,Cup,Regular,4.95,227.7,11.0,3.0,10.4%,59,High
2023,8,South,Online,Food,Beef Stew,Bottle,Low-Sugar,9.9,458.9,5.0,2.5,17.0%,12,Low
2023,9,East,Supermarket,Beverage,Chai Tea,Bottle,Regular,4.43,151.4,10.3,6.6,13.4%,28,Medium
2024,13,Central, Online,#Beverage,Chai Tea,Bag,Regular,3.93,164.8,12.0,8.2,24.3%,74,High
2022,12,East,Convenience,Food,Baked Potato,Bag,Regular,5.14,439.4,5.8,2.8,11.3%,9,Low
2023,12,Central,Online,Food ,Gingerbread,Bowl,Regular,4.78,402.8,24.2,5.7,15.6%,35,Medium
2025,9,West,Supermarket,Food,Cinnamon Cookies,Cup,Low-Sugar,4.74,361.5,18.7,2.9,13.3%,51,High
2022,5,North,Supermarket,Beverage,Sahlep ,Can,Vegan,4.72,275.2,25.1,1.3,12.7%,49,High
2023,6,East,Online,Food,Lentil Soup,Cup,Regular,4.98,298.5,2.7,3.2,17.5%,43,High
2024,2,West,Online,Beverage,Apple Cider,Box,Low-Sugar,3.39,131.6,11.2,2.0,15.6%,50,High
2022,6,Central,Cafe,Beverage,Spiced Latte,Cup,Gluten-Free,6.58,208.9,15.3,6.0,9.1%,20,Low 
2022,5,East,Online,Food,Lentil Soup,Cup,Regular,4.57,285.4,2.9,5.1,16.5%,52,High
2022,1,North,Supermarket,Beverage,Espresso,Bowl,Regular,2.38,16.1,0.0,1.5,10.3%,76,High
2025,3,East,Supermarket,Beverage,Sahlep,Can,Regular,5.13,324.6,22.5,2.6,12.1%,38,Medium
2022,7,North,Online ,Beverage,Hot Chocolate,Box,Regular,4.0,226.8,26.4,0.9,16.8%,136,High
2022,5,West,Online,Food,Roasted Chestnuts,Cup,Regular,4.97,322.2,6.4,1.0,15.8%,41,Medium
2022,13,East,Cafe,Beverage,*Espresso,Box,Regular,2.53,27.0,0.0,2.5,10.2%,31,Medium
2022,7,West,Wholesale,Beverage,Espresso,Cup,Low-Sugar,1.76,5.0,4.2,1.3,19.9%,184,High
2024,13,Central,Online,Beverage,Spiced Latte,cup,Regular,5.33,206.5,17.1,4.4,19.1%,19,Low
2023,9,West,Wholesale,Beverage,Matcha Latte,Can,Low-Sugar,5.22,164.4,8.5,0.8,21.8%,30,Medium
2024,1,West,Supermarket,beverage,Espresso,Cup,Low-Sugar,2.45,23.2,0.0,2.2,10.6%,40,Medium
2024,3,West,Cafe,Beverage,Espresso,Bowl,Regular,3.0,16.1,0.0,1.2,NA,34,Medium
2025,10,Central,Cafe,Beverage,Espresso,Cup,Regular,3.65,13.2,0.0,0.0,7.7%,16,Low
2022,8,Central,Cafe,Food,Roasted Chestnuts,Cup,Vegan,5.85,322.6,3.2,0.6,6.7%,22,Low
2025,4,North,Convenience,Food,Creamy Porridge,Bowl!,Vegan ,5.97,322.6,6.8,0.5,9.0%,28,Medium
2024,7,East,Supermarket,Food,Gingerbread,Cup,Regular,4.61,462.5,30.4,5.5,13.3%,88,High
2022,12,North,Supermarket,Beverage,Chai Tea,Bowl,Regular,3.47,152.4,16.4,6.6,14.5%,66,High
2025,6,Central,Supermarket,Food,Lentil Soup,Box,Regular,5.03,261.8,0.1,3.6,12.3%,53,High
2025,1,West,Online,Beverage,Chai Tea,Cup,Vegan,4.29,112.4,12.1,7.0,14.5%,37,Medium
2023,5,East ,Cafe,Food,Winter Salad,Box,Vegan,6.6,163.1,2.7,1.1,8.4%,14,Low
2025,13,North,Online,Food,Roasted Chestnuts,Cup,Regular,5.91,336.2,6.4,1.9,18.4%,28,Medium
2023,10,South,Online,Beverage,Matcha Latte,Bottle,Regular,5.9,170.4,16.4,1.7,18.8%,20,Low
2024,11,West,Online,Food ,NA,Cup,Regular,6.1,339.7,6.0,3.3,20.7%,27,Medium
2025,12,North,Online,Beverage,Ginger Tea,Box,Low-Sugar,3.78,64.2,3.2,5.1,18.1%,55,High
2023,2,North,Cafe*,Food,Lentil Soup,Bowl,Low-Sugar,6.9,261.6,5.4,3.4,5.9%,16,Low
2025,4,Central,Cafe,Beverage,Chai Tea,Can,Gluten-Free,5.02,137.1,14.7,5.8,6.8%,7,Low
2023,1,West,Supermarket,Food,Gingerbread,Bag,Regular,3.84,368.3,28.3,5.5,10.3%,34,Medium
2025,1,North,Online,Beverage,Herbal Tea,Bottle,Regular,2.71,34.1,1.3,0.0,14.5%,60,High
2024,11,South,Supermarket,Beverage,Spiced Latte,Box,Regular,5.43,209.1,16.2,5.0,15.1%,44,High
2022,13,Central,Supermarket,Food,Roasted Chestnuts,Bowl,Regular,5.21,308.9,7.9,0.0,17.1%,42,High
2023,3,West,Cafe,Food,Cinnamon Cookies,Bag,Regular,4.79,432.8,33.1,2.7,5.8%,NA,Medium
2023,10,West,Supermarket,Food,Baked Potato,Bag,Gluten-Free,5.17,428.5,0.9,1.4,14.6%,29,Medium
2022,7,South,Supermarket,Beverage,Apple Cider,Bag,Regular,3.42,116.3,22.4,3.5,14.7%,20,Low
2022,1,South,Supermarket,Beverage,Chai Tea,Cup,Regular,3.67,125.2,13.7,6.9,10.8%,NA,Medium
2023,12,North,Wholesale,Food,Gingerbread,Box,Dairy-Free,4.72,372.4,28.8,7.2,25.9%,48,High
2022,12,West,Cafe,Food,Winter Salad,Box,VEGAN,6.05,187.8,7.5,0.2,8.4%,14,Low
2022,8,North,Supermarket,Beverage,Ginger Tea,Bowl,Regular,2.17,25.7,7.1,5.4,14.2%,131,High
2024,10,North,Supermarket,Beverage,NA,Cup,Low-Sugar,2.26,5.0,0.0,0.5,13.9%,52,High
2024,6,West,NA,Beverage,Hot Chocolate,Bag,Regular,3.74,253.1,30.1,1.4,17.0%,86,High
2024,11,Central,Wholesale,Beverage,Spiced Latte,Cup,Regular,4.79,201.6,16.1,4.3,21.8%,78,High
2023,6,West,Supermarket,Beverage,Spiced Latte,Can,Regular,4.71,219.8,15.1,5.4,11.2%,71,High
2025,13,East,Online,Beverage,Chai Tea,Can,Low-Sugar,3.72,108.8,0.7,6.2,NA,23,Low
2024,1,East,Wholesale,Food,Roasted Chestnuts,Cup,Regular*,4.72,315.7,6.8,2.8,18.6%,24,Medium
2022,3,East,Cafe,Food,Pumpkin Soup,Bowl,Regular,6.46,233.6,7.2,3.8,6.5%,11,Low
2022,13,South,Online,Food,Gingerbread,Cup,Regular,3.9,394.5,30.9,4.9,20.8%,37,Medium
2024,4,East,Online,Beverage,Matcha Latte,Bowl,Regular,6.17,196.6,9.7,1.7,16.0%,20,Low
2022,5,East,Online,Food,Roasted Chestnuts,Box,Gluten-Free,5.04,330.4,5.4,0.6,16.6%,10,Low
2024,11,East,Supermarket,Beverage,Ginger Tea,Bottle,Regular,2.55,20.7,7.0,6.1,16.0%,63,High
2025,3,Central,Online,Beverage,Herbal Tea,Bowl,Regular,2.77,34.5,0.0,0.0,15.3%,69,High
2022,7,Central,Wholesale,Beverage,Sahlep,Cup,Regular,3.83,252.6,24.9,1.6,21.3%,94,High
2022,4,North,Wholesale,Beverage,Herbal Tea,Box,Regular,1.61,32.5,0.0,0.6,20.9%,115,High 
2025,3,South,Supermarket,Food,Roasted Chestnuts,Bag,Regular,5.12,363.8,6.9,1.7,11.5%,25,Medium
2024,13,North,Cafe,Beverage,Apple Cider,NA,Regular,NA,175.5,NA,4.7,11.1%,11,Low
2022,3,South,Supermarket,Food,Roasted Chestnuts,Bowl,Regular,4.66,327.6,9.1,2.2,11.4%,30,Medium
2025,2,South,Online,Beverage, Sahlep,Can,Regular,4.32,265.3,24.2,2.9,14.9%,20,Low
2025,9,North,Cafe,Beverage,Hot Chocolate,Can,Low-Sugar,5.05,217.0,13.6,1.9,8.6%,34,Medium
2024,12,West,Online,Beverage,Espresso,Bowl,Dairy-Free,2.75,5.0,0.0,1.8,19.9%,72,High
2024,2,East,Online,beverage,Sahlep,Can,Regular,4.12,262.7,25.4,1.7,14.8%,32,Medium
2023,10,Central,Supermarket,Food,Roasted Chestnuts,Bowl,Regular,5.2,351.6,4.8,0.0,14.4%,49,High
2022,8,North,Online,Beverage,Hot Chocolate,Cup,Regular,4.31,251.7,27.6,2.3,16.7%,44,High
2024,11,North,Supermarket,Beverage,Apple Cider,Bottle,Regular ,3.72,141.1,21.2,3.1,15.3%,30,Medium
2023,2,East,Cafe,Beverage,Espresso,NA,*Regular,2.79,17.2,0.0,1.2,6.1%,32,Medium
2024,13,North,Convenience,Food,Pumpkin Soup,Cup,Low-Sugar,7.09,210.6,2.7,3.6,12.6%,8,Low
2025,9,South,Cafe,Food,Lentil Soup,Bowl,Vegan,7.76,279.4,0.0,4.2,6.4%,25,Medium
2022,11,Central,Convenience,Beverage,Ginger Tea,Cup,Regular,2.39,45.2,7.1,6.2,13.1%,18,Low
2024,5,North,Supermarket,Food,Gingerbread,Box,Dairy-Free,5.03,393.5,29.7,6.2,12.4%,92,High
2022,13,North,Convenience,Beverage,Matcha Latte,Bowl,Regular,5.71,188.6,10.1,2.1,11.0%,14,Low
2025,9,East,Supermarket,Beverage,Mulled Wine,Bottle,Regular,7.84,207.6,16.8,5.7,15.2%,20,Low
2023,2,East,Online,Beverage,Herbal Tea,Cup,Regular,2.04,5.0,3.4,1.1,14.5%,42,High
2024,12,East,Wholesale,Food,Creamy Porridge,Bottle,Regular,4.17,307.8,11.3,1.0,25.5%,76,High
2024,11,South,Online,Beverage,Chai Tea,Bag,Low-Sugar,3.32,128.1,6.8,6.4,19.0%,42,High
2023,4,Central,Online,Food,Beef Stew,Can,Regular,9.08,515.6,0.9,5.0,14.4%,29,Medium
2024,8,North,Online,Beverage,Ginger Tea,Can,Regular,2.13,43.0,6.2,5.6,17.9%,71,High
2024,6,East,Supermarket,Beverage,Sahlep,Box,Regular,4.6,291.4,24.5,2.8,12.4%,77,High
2024,8,West,Supermarket,Food,Creamy Porridge,Bottle,Low-Sugar#,4.72,292.3,5.7,0.9,13.0%,38,Medium
2025,13,Central,Supermarket,Food,Stuffed Pastry,Bottle,Regular,7.37,466.8,5.6,2.7,14.5%,26,Medium
2025,12,NA,Convenience,Food,Stuffed Pastry,Bottle,Regular,7.55,456.8,3.6,2.5,12.3%,5,Low
2023,3,East,Supermarket,Beverage ,Espresso,NA,Regular,2.4,24.7,1.1,1.7,11.2%,41,Medium 
2024,13,North,Supermarket,Beverage,Herbal Tea,Bowl,Low-Sugar,2.19,15.5,1.6,1.2,12.3%,57,High
2022,6,North,Supermarket,Food,Roasted Chestnuts,Box,Regular,4.74,321.7,7.4,1.9,13.9%,51,High
2025,10,NORTH,#Convenience,Food,Pumpkin Soup,Bag,Regular,5.57,216.5,9.2,4.4,11.2%,30,Medium
2024,10,West,Online,Beverage,Espresso,Box,Low-Sugar,2.68,5.0,3.8,1.4,17.5%,47,High
2023,7,South,Online,Food,Gingerbread,Can,Regular,5.14,390.6,28.6,5.5,16.0%,41,Medium
2022,6,West,Supermarket,Beverage,Herbal Tea,Cup,Regular,2.32,6.4,3.8,1.6,13.5%,101,High
2025,6,North,Cafe,Beverage,Hot Chocolate,Bowl,Regular,5.96,229.7,26.4,1.4,6.6%,30,Medium
2023,12,Central,Convenience,Beverage,Chai Tea,Bag,Regular,4.67,168.5,16.4,6.0,12.8%,22,Low
2024,6,Central,Supermarket,Beverage,NA,Bowl,Regular,3.73,119.2,16.7,6.5,12.2%,56,High
2022,4,North,Cafe,Beverage,Apple Cider,Can,Regular,4.49,172.7,21.4,2.6,6.5%,20,Low
2025,5,North,Supermarket,Beverage,Ginger Tea,Bowl,Regular,2.52,74.4,9.7,6.1,11.5%,82,High
2022,3,North,Online,Food,Winter Salad,Box,Regular,4.66,199.4,7.0,0.3,15.1%,18,Low
2022,6, Central,Online,Food,Creamy Porridge,Bag,Regular,3.22,309.4,8.1,1.1,16.8%,57,High
2025,2,South,Online,Beverage,Apple Cider,Box,Dairy-Free,4.8,133.2,19.4,3.7,15.0%,35,Medium
2025,2,East,Supermarket,Food,Stuffed Pastry,Bottle,Regular,7.01,445.5,8.5,2.0,10.7%,19,Low
2022,10,east,Supermarket,Beverage,Espresso,Cup,Regular,1.98,5.0,2.2,1.0,14.5%,132,High
2023,2,West,Supermarket,Beverage,Matcha Latte,Can,Regular,5.21,167.6,11.7,2.0,11.2%,36,Medium
2024,8,East,Supermarket,Beverage,Spiced Latte,Cup,Vegan,5.22,190.7,16.8,4.8,11.6%,44,High
2025,11,East,Supermarket,Food,Cinnamon Cookies, Bag,Regular,4.34,414.1,32.4,2.3,15.1%,35,Medium
2023,10,Central,Cafe,Beverage,Sahlep,Can,Regular,5.43,278.2,22.9,2.0,8.2%,19,Low
2024,6,North,Cafe,Beverage,Chai Tea,Can,Regular,3.95,148.7,19.2,7.3,6.8%,67,High
2024,3,Central,Supermarket ,Food,Gingerbread,Bottle,Regular,4.76,367.7,30.5,4.1,11.5%,31,Medium
2024,13,North,Supermarket,Beverage,Hot Chocolate,Bowl,Gluten-Free,4.84,227.7,27.3,1.9,14.9%,31,Medium
2025,11,East,Supermarket,Beverage,Ginger Tea,Can,Low-Sugar,3.18,29.3,5.9,5.2,13.0%,57,High
2024,8,Central,Supermarket,Beverage,Espresso,Cup,Gluten-Free,3.22,5.0,0.0,1.5,15.3%,49,High
2022,2,West,Supermarket,Beverage,Espresso,Box,Regular,2.08,38.1,2.4,0.2,11.2%,35,Medium
2025,1,West,Supermarket,Food,Winter Salad,BOTTLE, Regular,5.76,184.2,2.3,0.7,10.2%,15,Low
2025,5,South,Cafe,Beverage,Sahlep,Bottle,Regular,6.21,251.0,23.0,2.4,6.2%,10,Low
2025,3,East,Cafe,Beverage,Chai Tea,Cup,Gluten-Free,5.39,147.5,16.0,7.2,6.7%,11,Low
2022,12,South,Online,Food,Creamy Porridge,Bowl,Low-Sugar,4.49,295.0,9.0,1.6,19.0%,50,High
2022,3,East,Supermarket,Food,Roasted Chestnuts,Bowl,Low-Sugar,5.08,310.5,2.1,0.4,12.1%,23,Low
2024,4,East,Convenience,Food,Lentil Soup,Box,Regular,5.74,238.2,2.0,3.7,9.2%,16,Low
2022,13,South,Online,Food,Winter Salad,Cup,Low-Sugar,5.05,197.2,4.5,1.6,20.6%,29,Medium
2025,11,NA,Convenience,Beverage,Hot Chocolate,#Bag,Regular,4.35,220.7,26.6,1.2,10.3%,29,Medium
2023,3,South,Online,Food,Gingerbread,Bowl,Gluten-Free,4.94,401.9,28.8,5.5,15.6%,38,Medium
2024,5,South,Supermarket,Beverage,Apple Cider,Cup,Regular,4.12,163.6,23.9,3.8,11.3%,56,High
2025,7,North,Supermarket,Food,Stuffed Pastry,Cup,Regular,5.54,480.8,4.8,1.7,14.6%,35,Medium
2023,9,Central,Online,Beverage,Herbal Tea,Cup,Regular,2.01,40.7,0.0,2.9,18.7%,112,High
2023,13,West,Convenience,Food,Stuffed Pastry,Box,Dairy-Free,6.34,461.3,2.7,1.7,11.4%,12,Low
2024,12,North,Supermarket,Beverage,Ginger Tea,Cup,Regular,3.07,24.9,6.0,5.8,17.0%,76,High
2024,13,West,Wholesale,Food,Creamy Porridge,Can,Regular,3.86,329.9,5.9,0.9,28.5%,40,Medium
2023,1,Central,Supermarket,Beverage,Ginger Tea,Bowl,Regular,2.46,23.6,5.3,5.9,10.4%,31,Medium
2024,4,South,Convenience,Food,Stuffed Pastry,Box,Regular,7.01,472.9,2.9,2.6,9.2%,5,Low
2025,8,North,Wholesale,Food,NA,Bowl,Dairy-Free,4.82,274.3,12.8,1.0,21.2%,41,Medium
2023,1,North,Supermarket,Beverage,Ginger Tea,Box,Regular,2.4,16.4,10.8,5.5,10.5%,65,High
2022,5,North,Online,Beverage,Ginger Tea,Cup,Regular,2.39,35.9,3.7,4.9,15.1%,67,High
2023,2,West,Cafe,Beverage,Chai Tea,Box,Gluten-Free,4.62,146.6,14.3,5.7,5.9%,13,Low
2023,13,Central,Supermarket,Food,Pumpkin Soup,Cup,Regular,4.98,189.4,6.9,4.2,16.1%,23,Low
2022,1,North,Wholesale,Food,Lentil Soup,Cup,Regular,3.69,269.0,3.3,3.6,18.7%,39,Medium
2022,2,West,Supermarket,Beverage,Mulled Wine,Bag,#Regular,4.67,175.3,20.0,4.3,10.4%,23,Low
2024,3,North,Online,Beverage,Matcha Latte,Cup,Regular,5.59,203.0,13.0,3.2,15.3%,29,Medium
2023,2,East,Online,Food,Gingerbread,Cup,Regular,4.66,383.7,29.4,5.0,15.3%,50,High
2025,8,West,Cafe,Beverage,Sahlep,Bowl,Regular,6.14,259.8,21.9,2.3,8.4%,25,Medium
2023,5,South,Wholesale,Beverage,Matcha Latte,Cup,Regular,4.92,181.4,16.5,3.1,20.2%,90,High
2022,12,North,Online,Beverage,Mulled Wine,Cup,Vegan,6.3,167.8,8.0,5.9,18.0%,11,Low
2025,4,East,Cafe,Food,Cinnamon Cookies,Bowl,Low-Sugar,6.75,409.2,16.6,2.5,6.3%,16,Low
2025,7,Centrall,Wholesale,Food,Cinnamon Cookies,Box,Low-Sugar,4.74,386.4,17.5,1.7,19.3%,72,High
2023,9,South,Online,Food,Roasted Chestnuts,Box,Regular,5.46,337.3,5.5,0.1,17.3%,29,Medium
2022,9,North,Online,Beverage,Herbal Tea,Cup,Regular,2.82,20.7,2.9,0.9,16.8%,95,High
2022,11,North,Cafe,Food,Stuffed Pastry,Bowl,Dairy-Free,7.23,433.1,8.2,2.3,10.3%,11,Low
2024,3,East,Cafe,Beverage,Hot Chocolate, Box,Gluten-Free,5.29,216.8,24.3,2.2,6.0%,40,Medium
2023,7,East,Online,Beverage,Apple Cider,Cup,Regular,3.27,167.4,26.6,3.5,16.7%,69,High
2023,11,West,Convenience,Beverage,Ginger Tea,Cup,Regular,3.34,15.2,2.9,5.5,11.3%,36,Medium
2022,12,West,Supermarket,Food,Roasted Chestnuts,Cup,Regular,5.18,320.2,9.8,0.0,15.4%,27,Medium
2023,9,Central,Convenience,Food,Lentil Soup,Can,Regular,4.68,275.1,4.3,4.3,10.4%,18,Low
2025,9,West,#Convenience,Food,Gingerbread,Cup,#Regular,5.34,399.5,28.9,5.7,9.7%,21,Low
2024,12,South,Convenience,Beverage,Chai Tea,Bowl,Regular,4.36,117.4,13.1,7.9,12.7%,20,Low
2024,9,East,Supermarket,Beverage,Sahlep,Bag,Dairy-Free,4.89,257.7,22.0,2.5,15.6%,85,High
2022,13,South,Online,Food,Lentil Soup,Cup,Regular,4.06,243.7,4.5,3.3,20.3%,47,High
2023,2,South,Supermarket,Beverage,Ginger Tea,Bowl,Regular,1.97,67.0,4.0,5.5,10.7%,38,Medium
2023,5,Central,Online,Food,Creamy Porridge,Cup,Regular,5.1,326.3,9.5,1.2,16.2%,50,High
2025,2,West,Cafe,Food,Beef Stew,Cup,Gluten-Free,13.43,512.4,1.2,3.5,5.3%,1,Low
2025,2,Central,Online,Food,Creamy Porridge,Box,Vegan,5.64,311.1,6.8,1.4,14.9%,15,Low
2025,7,East,Supermarket,Beverage,Herbal Tea,Bottle,Regular,2.55,5.0,0.0,0.1,12.8%,93,High
2025,3,East,Online,Food,Lentil Soup,Bag,Regular,5.31,247.9,1.5,2.9,15.0%,24,Medium
2025,6,East,Supermarket,Food,Stuffed Pastry,Can,Regular,5.8,471.9,5.1,2.2,12.1%,30,Medium
2025,6,North,Online,Beverage,Mulled Wine,Cup,Gluten-Free,7.05,198.1,16.6,7.0,16.4%,18,Low
2022,9,South,Cafe,Beverage,Hot Chocolate,Bottle,Regular,4.79,238.2,28.3,2.1,10.5%,29,Medium
2022,13,East,Convenience,Food,Winter Salad,Cup,NA,4.39,170.1,7.6,1.6,NA,20,Low
2023,12,North,Online,Food,Lentil Soup,Box,Regular,4.91,261.4,0.0,4.7,17.8%,38,Medium
2024,5,Central,Convenience ,Beverage,Sahlep,Bowl,Regular,5.4,277.1,25.0,2.7,8.9%,16,Low
2022,5,North,Convenience,Food,Roasted Chestnuts,Bottle,Regular,5.24,334.7,7.0,0.6,8.9%,14,Low
2025,11,North,Supermarket,Food,Cinnamon Cookies,Can,Regular,4.22,412.3,33.8,2.7,16.4%,70,High
2024,2,West,Cafe,Beverage,Chai Tea,Bowl,Regular,4.68,144.2,15.6,7.3,6.0%,12,Low
2024,8,North,Supermarket,Food,Pumpkin Soup,Box,Regular,5.04,227.4,8.6,3.9,13.8%,76,High
2022,6,Central,Online,Beverage,Matcha Latte,Cup,Vegan,5.2,178.2,NA,2.5,17.3%,23,Low
2023,3,West,Supermarket,Food,Gingerbread,Cup,Regular,4.31,368.8,28.4,5.3,11.1%,36,Medium
2022,9,North,Online,Food,Winter Salad,Cup,Dairy-Free,4.32,154.8,6.9,0.9,20.0%,33,Medium
2025,5,West,Convenience,Food,Creamy Porridge,Bottle,Regular,5.68,317.2,5.9,1.3,9.3%,10,Low
NA,3,West,Wholesale,Food,Winter Salad,Can,Regular*,4.5,206.5,7.7,1.0,19.0%,39,Medium
2024,9,West,Convenience,Food,Gingerbread,Cup,Low-Sugar,5.33,361.5,16.4,6.4,10.8%,19,Low
2023,3,Central,Supermarket,Food,Roasted Chestnuts,bottle,Gluten-Free,4.77,332.6,5.8,0.0,12.0%,45,High
2023,9,West, Supermarket,Beverage,Mulled Wine,Bottle,Regular,6.55,194.0,15.5,6.0,13.6%,19,Low
2023,3,East,Wholesale,Beverage,Apple Cider,Cup,Vegan,3.34,134.7,20.5,3.7,19.8%,61, High
2025,6,South,Online,Food,Cinnamon Cookies,Bag,REGULAR,4.38,443.6,34.9,1.6,16.2%,51,High
2025,11,West,Online,Beverage,Chai Tea,Bowl,Regular,4.18,143.4,21.1,7.0,17.8%,68,High
